kind,name,value
x_variation,applicationDate,1.0
x_variation,Age,0.37491683884000954
x_variation,CreditScore,0.276401533072743
x_variation,employmentStatus,0.3951206024999999
x_variation,educationLevel,0.9436213999999999
x_variation,maritalStatus,0.8431077
x_variation,NumberOfDependents,0.5545161076109512
x_variation,homeOwnershipStatus,0.9342252333333333
x_variation,MonthlyDebtPayments,0.16765534786749914
x_variation,CreditCardUtilizationRate,0.34872964597462314
x_variation,NumberOfOpenCreditLines,0.267095035609682
x_variation,NumberOfCreditInquiries,0.28198292031067906
x_variation,DebtToIncomeRatio,0.3558044526270361
x_variation,BankruptcyHistory,0.44566462727032763
x_variation,loanPurpose,0.9696199687499999
x_variation,PreviousLoanDefaults,0.6001333101903276
x_variation,PaymentHistory,0.26731415615131515
x_variation,LengthOfCreditHistory,0.5979530419331796
x_variation,SavingsAccountBalance,0.06604194017502259
x_variation,CheckingAccountBalance,0.08545796898763659
x_variation,TotalAssets,0.09229843809369917
x_variation,TotalLiabilities,0.06669395045635543
x_variation,MonthlyIncome,0.2776159307580237
x_variation,UtilityBillsPaymentHistory,0.3260121342320711
x_variation,JobTenure,0.2795935380573691
x_variation,NetWorth,0.09062847659119438
x_variation,BaseInterestRate,0.25831202860667796
x_variation,InterestRate,0.2531151552354516
x_variation,MonthlyLoanPayment,0.12497066404478661
x_variation,TotalDebtToIncomeRatio,0.146348919422761
x_variation,LoanApproved,0.8529454847761373
y_variation,AnnualIncome+,0.17157694687310882
y_variation,Experience+,0.37103453999729247
y_variation,LoanAmount+,0.14831805860385278
y_variation,LoanDuration-,0.45674519127527374
y_variation,RiskScore-,0.2818140547544637
correlation,applicationDate|Age,1.0
correlation,applicationDate|CreditScore,1.0
correlation,applicationDate|employmentStatus,1.0
correlation,applicationDate|educationLevel,1.0
correlation,applicationDate|maritalStatus,0.9999999999999999
correlation,applicationDate|NumberOfDependents,1.0
correlation,applicationDate|homeOwnershipStatus,1.0
correlation,applicationDate|MonthlyDebtPayments,1.0
correlation,applicationDate|CreditCardUtilizationRate,1.0
correlation,applicationDate|NumberOfOpenCreditLines,1.0
correlation,applicationDate|NumberOfCreditInquiries,1.0
correlation,applicationDate|DebtToIncomeRatio,1.0
correlation,applicationDate|BankruptcyHistory,1.0
correlation,applicationDate|loanPurpose,1.0
correlation,applicationDate|PreviousLoanDefaults,1.0
correlation,applicationDate|PaymentHistory,1.0
correlation,applicationDate|LengthOfCreditHistory,1.0
correlation,applicationDate|SavingsAccountBalance,1.0
correlation,applicationDate|CheckingAccountBalance,1.0
correlation,applicationDate|TotalAssets,1.0
correlation,applicationDate|TotalLiabilities,1.0
correlation,applicationDate|MonthlyIncome,1.0
correlation,applicationDate|UtilityBillsPaymentHistory,1.0
correlation,applicationDate|JobTenure,1.0
correlation,applicationDate|NetWorth,1.0
correlation,applicationDate|BaseInterestRate,1.0
correlation,applicationDate|InterestRate,1.0
correlation,applicationDate|MonthlyLoanPayment,1.0
correlation,applicationDate|TotalDebtToIncomeRatio,1.0
correlation,applicationDate|LoanApproved,1.0
correlation,Age|CreditScore,0.323242796885021
correlation,Age|employmentStatus,0.004348064901196968
correlation,Age|educationLevel,0.009064337552152593
correlation,Age|maritalStatus,0.013069471000879565
correlation,Age|NumberOfDependents,0.00028674065987646706
correlation,Age|homeOwnershipStatus,0.01744269156830575
correlation,Age|MonthlyDebtPayments,0.015684867166473705
correlation,Age|CreditCardUtilizationRate,0.0013944637035997393
correlation,Age|NumberOfOpenCreditLines,0.001069150782072011
correlation,Age|NumberOfCreditInquiries,0.0021648146238801057
correlation,Age|DebtToIncomeRatio,0.004438383045197219
correlation,Age|BankruptcyHistory,0.010816745054711514
correlation,Age|loanPurpose,0.014444757576313076
correlation,Age|PreviousLoanDefaults,0.003683906875947835
correlation,Age|PaymentHistory,0.0024874685434640082
correlation,Age|LengthOfCreditHistory,0.0001394104679856477
correlation,Age|SavingsAccountBalance,0.004236482432046248
correlation,Age|CheckingAccountBalance,0.010144974024099326
correlation,Age|TotalAssets,0.012209685392806362
correlation,Age|TotalLiabilities,0.001197270048635483
correlation,Age|MonthlyIncome,0.1446338542361908
correlation,Age|UtilityBillsPaymentHistory,0.005601005031743066
correlation,Age|JobTenure,0.0007729672075857217
correlation,Age|NetWorth,0.014060929763094481
correlation,Age|BaseInterestRate,0.2389945702410633
correlation,Age|InterestRate,0.20270157155721538
correlation,Age|MonthlyLoanPayment,0.021379789307740874
correlation,Age|TotalDebtToIncomeRatio,0.11179960415644226
correlation,Age|LoanApproved,0.14102854508347643
correlation,CreditScore|employmentStatus,0.022497661584791412
correlation,CreditScore|educationLevel,0.23036092677299486
correlation,CreditScore|maritalStatus,0.00687853420762218
correlation,CreditScore|NumberOfDependents,0.014453485010757645
correlation,CreditScore|homeOwnershipStatus,0.007281714618536448
correlation,CreditScore|MonthlyDebtPayments,0.01115337326326108
correlation,CreditScore|CreditCardUtilizationRate,0.009649603707222707
correlation,CreditScore|NumberOfOpenCreditLines,0.00877955330468113
correlation,CreditScore|NumberOfCreditInquiries,0.0019275389551134277
correlation,CreditScore|DebtToIncomeRatio,0.0019125761074441528
correlation,CreditScore|BankruptcyHistory,0.008638147668527054
correlation,CreditScore|loanPurpose,0.018636205529778356
correlation,CreditScore|PreviousLoanDefaults,0.007689772412603975
correlation,CreditScore|PaymentHistory,0.004294508698782183
correlation,CreditScore|LengthOfCreditHistory,0.005216607750940007
correlation,CreditScore|SavingsAccountBalance,0.0063162838255563115
correlation,CreditScore|CheckingAccountBalance,0.0055147015774975995
correlation,CreditScore|TotalAssets,0.001341859648329942
correlation,CreditScore|TotalLiabilities,0.006721520569166993
correlation,CreditScore|MonthlyIncome,0.10479616447508151
correlation,CreditScore|UtilityBillsPaymentHistory,0.006837959135639392
correlation,CreditScore|JobTenure,0.008068854578581704
correlation,CreditScore|NetWorth,0.0019509963214032306
correlation,CreditScore|BaseInterestRate,0.7226185591437011
correlation,CreditScore|InterestRate,0.5988444601562333
correlation,CreditScore|MonthlyLoanPayment,0.06393170792329936
correlation,CreditScore|TotalDebtToIncomeRatio,0.11536283738644233
correlation,CreditScore|LoanApproved,0.14200036870246052
correlation,employmentStatus|educationLevel,0.07136252348150819
correlation,employmentStatus|maritalStatus,0.011809339639532013
correlation,employmentStatus|NumberOfDependents,0.0031041814068644737
correlation,employmentStatus|homeOwnershipStatus,0.006657234445118443
correlation,employmentStatus|MonthlyDebtPayments,0.005734139913120044
correlation,employmentStatus|CreditCardUtilizationRate,0.019471171403362197
correlation,employmentStatus|NumberOfOpenCreditLines,0.013063392352557573
correlation,employmentStatus|NumberOfCreditInquiries,0.004770792239023279
correlation,employmentStatus|DebtToIncomeRatio,0.005706908998309969
correlation,employmentStatus|BankruptcyHistory,0.009174374966956911
correlation,employmentStatus|loanPurpose,0.017421573598157793
correlation,employmentStatus|PreviousLoanDefaults,0.016676835766606078
correlation,employmentStatus|PaymentHistory,0.009190679847636113
correlation,employmentStatus|LengthOfCreditHistory,0.0091202995019982
correlation,employmentStatus|SavingsAccountBalance,0.017016193972301603
correlation,employmentStatus|CheckingAccountBalance,0.010187023255893102
correlation,employmentStatus|TotalAssets,0.013408029223544393
correlation,employmentStatus|TotalLiabilities,0.006190314057250235
correlation,employmentStatus|MonthlyIncome,0.016948151464065503
correlation,employmentStatus|UtilityBillsPaymentHistory,0.005798527504444343
correlation,employmentStatus|JobTenure,0.012104511289437478
correlation,employmentStatus|NetWorth,0.015066772070966468
correlation,employmentStatus|BaseInterestRate,0.018436942955730666
correlation,employmentStatus|InterestRate,0.012277150179929112
correlation,employmentStatus|MonthlyLoanPayment,0.007851987791183384
correlation,employmentStatus|TotalDebtToIncomeRatio,0.015354239756543916
correlation,employmentStatus|LoanApproved,0.04387853687260388
correlation,educationLevel|maritalStatus,0.013130116048509987
correlation,educationLevel|NumberOfDependents,0.009827189456186405
correlation,educationLevel|homeOwnershipStatus,0.010613846519473183
correlation,educationLevel|MonthlyDebtPayments,0.013728894887603212
correlation,educationLevel|CreditCardUtilizationRate,0.011983502517060905
