kind,name,value
x_variation,name,1.0
x_variation,vFX_Type,0.7968
x_variation,dIY,0.5751282597649525
x_variation,color_1,0.9823966275726678
x_variation,color_2,0.9644871208657216
x_variation,Miles Price,0.0
x_variation,source,0.6687537904243638
x_variation,catalog,0.9724466881935454
x_variation,window_Type,0.7865935489842194
x_variation,window_Color,0.9332569762598918
x_variation,pane_Type,0.15660141607663491
x_variation,curtain_Type,0.9986463973344439
x_variation,curtain_Color,0.8496459808413162
x_variation,ceiling_Type,0.890898064220033
x_variation,hHA_Concept 1,0.9367161707560594
x_variation,hHA_Concept_2,0.8960978835978836
x_variation,hHA_Series,0.9528344671201814
x_variation,tag,0.991128270924799
x_variation,version,0.05969611040993938
x_variation,filename,1.0
x_variation,Internal ID,0.37603638297007724
x_variation,unique_Entry_ID,1.0
y_variation,Buy-,0.48565529593645207
y_variation,Sell+,0.1969951435032477
correlation,name|vFX_Type,0.9999999999999999
correlation,name|dIY,0.9999999999999999
correlation,name|color_1,1.0
correlation,name|color_2,1.0
correlation,name|Miles Price,
correlation,name|source,1.0
correlation,name|catalog,1.0
correlation,name|window_Type,1.0
correlation,name|window_Color,1.0
correlation,name|pane_Type,1.0000000000000002
correlation,name|curtain_Type,0.9999999999999999
correlation,name|curtain_Color,1.0
correlation,name|ceiling_Type,1.0
correlation,name|hHA_Concept 1,1.0
correlation,name|hHA_Concept_2,1.0
correlation,name|hHA_Series,1.0
correlation,name|tag,0.9999999999999999
correlation,name|version,0.9999999999999999
correlation,name|filename,0.9999999999999999
correlation,name|Internal ID,1.0
correlation,name|unique_Entry_ID,0.9999999999999999
correlation,vFX_Type|dIY,0.15557452031919952
correlation,vFX_Type|color_1,0.627633341299768
correlation,vFX_Type|color_2,0.5931905258852335
correlation,vFX_Type|Miles Price,
correlation,vFX_Type|source,0.5176569810212164
correlation,vFX_Type|catalog,0.6922186552431729
correlation,vFX_Type|window_Type,
correlation,vFX_Type|window_Color,
correlation,vFX_Type|pane_Type,
correlation,vFX_Type|curtain_Type,
correlation,vFX_Type|curtain_Color,
correlation,vFX_Type|ceiling_Type,0.6652328330909578
correlation,vFX_Type|hHA_Concept 1,0.6157248277372478
correlation,vFX_Type|hHA_Concept_2,1.0000000000000002
correlation,vFX_Type|hHA_Series,1.0
correlation,vFX_Type|tag,0.5112329478663588
correlation,vFX_Type|version,
correlation,vFX_Type|filename,0.9999999999999999
correlation,vFX_Type|Internal ID,0.3391731179125959
correlation,vFX_Type|unique_Entry_ID,0.9999999999999999
correlation,dIY|color_1,0.25539278902997237
correlation,dIY|color_2,0.20112087487439595
correlation,dIY|Miles Price,
correlation,dIY|source,1.0
correlation,dIY|catalog,0.5428524194347136
correlation,dIY|window_Type,0.20745595841899625
correlation,dIY|window_Color,0.32257708542681396
correlation,dIY|pane_Type,0.07947634466746774
correlation,dIY|curtain_Type,0.20484922661597063
correlation,dIY|curtain_Color,0.5226728450630612
correlation,dIY|ceiling_Type,0.1811993759167118
correlation,dIY|hHA_Concept 1,0.5204113163413422
correlation,dIY|hHA_Concept_2,0.32140646996241057
correlation,dIY|hHA_Series,1.0
correlation,dIY|tag,0.6497215509949309
correlation,dIY|version,0.1504084274616866
correlation,dIY|filename,0.9999999999999999
correlation,dIY|Internal ID,0.14537940728251667
correlation,dIY|unique_Entry_ID,0.9999999999999999
correlation,color_1|color_2,0.5911434259213234
correlation,color_1|Miles Price,
correlation,color_1|source,0.2914423698933563
correlation,color_1|catalog,0.36270890394897903
correlation,color_1|window_Type,0.3059836852466188
correlation,color_1|window_Color,0.32321244526800863
correlation,color_1|pane_Type,0.2483991297480216
correlation,color_1|curtain_Type,0.4625932722406082
correlation,color_1|curtain_Color,0.4404550350999668
correlation,color_1|ceiling_Type,0.2661079861690462
correlation,color_1|hHA_Concept 1,0.35236683564452786
correlation,color_1|hHA_Concept_2,0.301030186464513
correlation,color_1|hHA_Series,0.7932002689527197
correlation,color_1|tag,0.4483054516971344
correlation,color_1|version,0.2506190682198222
correlation,color_1|filename,1.0
correlation,color_1|Internal ID,0.15811879836058054
correlation,color_1|unique_Entry_ID,1.0
correlation,color_2|Miles Price,
correlation,color_2|source,0.25259320949407993
correlation,color_2|catalog,0.34032979639683825
correlation,color_2|window_Type,0.3083589519008518
correlation,color_2|window_Color,0.3593504836600706
correlation,color_2|pane_Type,0.2527158879262181
correlation,color_2|curtain_Type,0.39563846452304374
correlation,color_2|curtain_Color,0.4848981371558242
correlation,color_2|ceiling_Type,0.2604198763394097
correlation,color_2|hHA_Concept 1,0.33661419767154593
correlation,color_2|hHA_Concept_2,0.30334761804080246
correlation,color_2|hHA_Series,0.8050764858994132
correlation,color_2|tag,0.5095547008575523
correlation,color_2|version,0.22727272727272727
correlation,color_2|filename,1.0
correlation,color_2|Internal ID,0.1530673580656058
correlation,color_2|unique_Entry_ID,1.0
correlation,Miles Price|source,
correlation,Miles Price|catalog,
correlation,Miles Price|window_Type,
correlation,Miles Price|window_Color,
correlation,Miles Price|pane_Type,
correlation,Miles Price|curtain_Type,
correlation,Miles Price|curtain_Color,
correlation,Miles Price|ceiling_Type,
correlation,Miles Price|hHA_Concept 1,
correlation,Miles Price|hHA_Concept_2,
correlation,Miles Price|hHA_Series,
correlation,Miles Price|tag,
correlation,Miles Price|version,
correlation,Miles Price|filename,
correlation,Miles Price|Internal ID,
correlation,Miles Price|unique_Entry_ID,
