kind,name,value
x_variation,twoPass,0.9778180172023538
x_variation,quality,0.0
x_variation,bestQuality,0.9633318243549118
x_variation,goodQuality,0.9633318243549118
x_variation,rtQuality,0.6192847442281577
x_variation,constantBitrate,1.0
x_variation,autoAltRef,0.9452240832956089
x_variation,noAltRef,0.16296966953372527
x_variation,allowResize,1.0
x_variation,columnTiling,1.0
x_variation,rowTiling,1.0
x_variation,Threads,0.7659860924831149
x_variation,ArnrMaxFrames,0.8331446896787752
x_variation,ArnrStrength,0.8240390098313654
y_variation,Performance-,0.5105267148519004
y_variation,Cpu-,0.5753355850594198
correlation,twoPass|quality,
correlation,twoPass|bestQuality,0.16791512356486685
correlation,twoPass|goodQuality,0.16791512356486685
correlation,twoPass|rtQuality,0.4188539082916955
correlation,twoPass|constantBitrate,0.0
correlation,twoPass|autoAltRef,0.915385729888094
correlation,twoPass|noAltRef,0.24494897427831783
correlation,twoPass|allowResize,0.0
correlation,twoPass|columnTiling,0.0
correlation,twoPass|rowTiling,0.0
correlation,twoPass|Threads,0.0
correlation,twoPass|ArnrMaxFrames,0.05275043787166299
correlation,twoPass|ArnrStrength,0.05999999999999997
correlation,quality|bestQuality,
correlation,quality|goodQuality,
correlation,quality|rtQuality,
correlation,quality|constantBitrate,
correlation,quality|autoAltRef,
correlation,quality|noAltRef,
correlation,quality|allowResize,
correlation,quality|columnTiling,
correlation,quality|rowTiling,
correlation,quality|Threads,
correlation,quality|ArnrMaxFrames,
correlation,quality|ArnrStrength,
correlation,bestQuality|goodQuality,0.6785714285714285
correlation,bestQuality|rtQuality,0.4008918628686366
correlation,bestQuality|constantBitrate,0.0
correlation,bestQuality|autoAltRef,0.1537071079436752
correlation,bestQuality|noAltRef,0.04113063728303114
correlation,bestQuality|allowResize,0.0
correlation,bestQuality|columnTiling,0.0
correlation,bestQuality|rowTiling,0.0
correlation,bestQuality|Threads,0.0
correlation,bestQuality|ArnrMaxFrames,0.008857596293321132
correlation,bestQuality|ArnrStrength,0.01007490741389201
correlation,goodQuality|rtQuality,0.4008918628686366
correlation,goodQuality|constantBitrate,0.0
correlation,goodQuality|autoAltRef,0.1537071079436752
correlation,goodQuality|noAltRef,0.04113063728303114
correlation,goodQuality|allowResize,0.0
correlation,goodQuality|columnTiling,0.0
correlation,goodQuality|rowTiling,0.0
correlation,goodQuality|Threads,0.0
correlation,goodQuality|ArnrMaxFrames,0.008857596293321132
correlation,goodQuality|ArnrStrength,0.01007490741389201
correlation,rtQuality|constantBitrate,0.0
correlation,rtQuality|autoAltRef,0.3834128905580745
correlation,rtQuality|noAltRef,0.10259783520851541
correlation,rtQuality|allowResize,0.0
correlation,rtQuality|columnTiling,0.0
correlation,rtQuality|rowTiling,0.0
correlation,rtQuality|Threads,0.0
correlation,rtQuality|ArnrMaxFrames,0.022094727066644313
correlation,rtQuality|ArnrStrength,0.02513123449750174
correlation,constantBitrate|autoAltRef,0.0
correlation,constantBitrate|noAltRef,0.0
correlation,constantBitrate|allowResize,0.0
correlation,constantBitrate|columnTiling,0.0
correlation,constantBitrate|rowTiling,0.0
correlation,constantBitrate|Threads,0.0
correlation,constantBitrate|ArnrMaxFrames,0.0
correlation,constantBitrate|ArnrStrength,0.0
correlation,autoAltRef|noAltRef,0.16609095970747995
correlation,autoAltRef|allowResize,0.0
correlation,autoAltRef|columnTiling,0.0
correlation,autoAltRef|rowTiling,0.0
correlation,autoAltRef|Threads,0.0
correlation,autoAltRef|ArnrMaxFrames,0.0357681467207917
correlation,autoAltRef|ArnrStrength,0.04068381021724862
correlation,noAltRef|allowResize,0.0
correlation,noAltRef|columnTiling,0.0
correlation,noAltRef|rowTiling,0.0
correlation,noAltRef|Threads,0.0
correlation,noAltRef|ArnrMaxFrames,0.2153527608232662
correlation,noAltRef|ArnrStrength,0.24494897427831783
correlation,allowResize|columnTiling,0.0
correlation,allowResize|rowTiling,0.0
correlation,allowResize|Threads,0.0
correlation,allowResize|ArnrMaxFrames,0.0
correlation,allowResize|ArnrStrength,0.0
correlation,columnTiling|rowTiling,0.0
correlation,columnTiling|Threads,0.0
correlation,columnTiling|ArnrMaxFrames,0.0
correlation,columnTiling|ArnrStrength,0.0
correlation,rowTiling|Threads,0.0
correlation,rowTiling|ArnrMaxFrames,0.0
correlation,rowTiling|ArnrStrength,0.0
correlation,Threads|ArnrMaxFrames,2.1528581351895335e-18
correlation,Threads|ArnrStrength,2.3093215456158052e-18
correlation,ArnrMaxFrames|ArnrStrength,0.052750437871663086
covariance,Threads|ArnrMaxFrames,-1.7629913344147396e-18
covariance,Threads|ArnrStrength,-3.230612392906591e-19
covariance,ArnrMaxFrames|ArnrStrength,0.009056881460988195
performance,rmse,17.74
stability,agreement,1
stability,jaccard_mean,0.5174
