kind,name,value
x_variation,TeamName,0.0
x_variation,PlayerName,0.0
x_variation,Position,0.0
x_variation,Games,0.5254922855858405
x_variation,Win rate,0.48800592791329356
x_variation,KDA,0.4502016735540847
x_variation,Avg kills,0.5592395181313329
x_variation,Avg deaths,0.4145032021955107
x_variation,Avg assists,0.4482060663654272
x_variation,CSPerMin,0.6378886745990107
x_variation,GoldPerMin,0.5490373913235764
x_variation,DamagePercent,0.589296959814611
x_variation,DPM,0.5921079131599556
x_variation,VSPM,0.5871780519815138
x_variation,Avg WPM,0.6116126166601468
x_variation,Avg WCPM,0.48518044297829516
x_variation,Avg VWPM,0.529394559611818
x_variation,GD_at_15,0.337031387988515
x_variation,CSD_at_15,0.45001220261749725
x_variation,XPD_at_15,0.38722095808441
x_variation,FBpercent,0.5051366030397411
x_variation,FB Victim,0.4251181381937989
x_variation,Penta Kills,0.0
x_variation,Solo Kills,0.3229209211744958
x_variation,Country,0.0
x_variation,FlashKeybind,0.0
y_variation,KP+,0.4027824964425065
correlation,TeamName|PlayerName,
correlation,TeamName|Position,
correlation,TeamName|Games,
correlation,TeamName|Win rate,
correlation,TeamName|KDA,
correlation,TeamName|Avg kills,
correlation,TeamName|Avg deaths,
correlation,TeamName|Avg assists,
correlation,TeamName|CSPerMin,
correlation,TeamName|GoldPerMin,
correlation,TeamName|DamagePercent,
correlation,TeamName|DPM,
correlation,TeamName|VSPM,
correlation,TeamName|Avg WPM,
correlation,TeamName|Avg WCPM,
correlation,TeamName|Avg VWPM,
correlation,TeamName|GD_at_15,
correlation,TeamName|CSD_at_15,
correlation,TeamName|XPD_at_15,
correlation,TeamName|FBpercent,
correlation,TeamName|FB Victim,
correlation,TeamName|Penta Kills,
correlation,TeamName|Solo Kills,
correlation,TeamName|Country,
correlation,TeamName|FlashKeybind,
correlation,PlayerName|Position,
correlation,PlayerName|Games,
correlation,PlayerName|Win rate,
correlation,PlayerName|KDA,
correlation,PlayerName|Avg kills,
correlation,PlayerName|Avg deaths,
correlation,PlayerName|Avg assists,
correlation,PlayerName|CSPerMin,
correlation,PlayerName|GoldPerMin,
correlation,PlayerName|DamagePercent,
correlation,PlayerName|DPM,
correlation,PlayerName|VSPM,
correlation,PlayerName|Avg WPM,
correlation,PlayerName|Avg WCPM,
correlation,PlayerName|Avg VWPM,
correlation,PlayerName|GD_at_15,
correlation,PlayerName|CSD_at_15,
correlation,PlayerName|XPD_at_15,
correlation,PlayerName|FBpercent,
correlation,PlayerName|FB Victim,
correlation,PlayerName|Penta Kills,
correlation,PlayerName|Solo Kills,
correlation,PlayerName|Country,
correlation,PlayerName|FlashKeybind,
correlation,Position|Games,
correlation,Position|Win rate,
correlation,Position|KDA,
correlation,Position|Avg kills,
correlation,Position|Avg deaths,
correlation,Position|Avg assists,
correlation,Position|CSPerMin,
correlation,Position|GoldPerMin,
correlation,Position|DamagePercent,
correlation,Position|DPM,
correlation,Position|VSPM,
correlation,Position|Avg WPM,
correlation,Position|Avg WCPM,
correlation,Position|Avg VWPM,
correlation,Position|GD_at_15,
correlation,Position|CSD_at_15,
correlation,Position|XPD_at_15,
correlation,Position|FBpercent,
correlation,Position|FB Victim,
correlation,Position|Penta Kills,
correlation,Position|Solo Kills,
correlation,Position|Country,
correlation,Position|FlashKeybind,
correlation,Games|Win rate,0.6159023316321489
correlation,Games|KDA,0.317903832700943
correlation,Games|Avg kills,0.1805040812151951
correlation,Games|Avg deaths,0.28383047684669793
correlation,Games|Avg assists,0.24547108851480784
correlation,Games|CSPerMin,0.024878042450642113
correlation,Games|GoldPerMin,0.11929307744271872
correlation,Games|DamagePercent,0.014728220130220194
correlation,Games|DPM,0.07745217207784566
correlation,Games|VSPM,0.06112728770881482
correlation,Games|Avg WPM,0.0272167672806975
correlation,Games|Avg WCPM,0.06966492719598534
correlation,Games|Avg VWPM,0.031256011100657954
correlation,Games|GD_at_15,0.34072419467944487
correlation,Games|CSD_at_15,0.21714611158948643
correlation,Games|XPD_at_15,0.17846433790030417
correlation,Games|FBpercent,0.04517796412311094
correlation,Games|FB Victim,0.0446632258655845
correlation,Games|Penta Kills,
correlation,Games|Solo Kills,0.02645573061805014
correlation,Games|Country,
correlation,Games|FlashKeybind,
correlation,Win rate|KDA,0.7027969334228538
correlation,Win rate|Avg kills,0.2526128299077894
correlation,Win rate|Avg deaths,0.48975650066122084
correlation,Win rate|Avg assists,0.4928574123299521
correlation,Win rate|CSPerMin,0.025542515150729153
correlation,Win rate|GoldPerMin,0.19294364740727996
correlation,Win rate|DamagePercent,0.002016056517190082
correlation,Win rate|DPM,0.10378493981514823
correlation,Win rate|VSPM,0.05749267538808611
correlation,Win rate|Avg WPM,0.010568048225089123
correlation,Win rate|Avg WCPM,0.09108474971240266
correlation,Win rate|Avg VWPM,0.0012288932888773545
correlation,Win rate|GD_at_15,0.5863319893559609
correlation,Win rate|CSD_at_15,0.3150119929122046
correlation,Win rate|XPD_at_15,0.31963743553979035
correlation,Win rate|FBpercent,0.10517528628255479
correlation,Win rate|FB Victim,0.0489248901711805
correlation,Win rate|Penta Kills,
correlation,Win rate|Solo Kills,0.07129866340521367
correlation,Win rate|Country,
correlation,Win rate|FlashKeybind,
correlation,KDA|Avg kills,0.4971344371149205
correlation,KDA|Avg deaths,0.8328616727199896
correlation,KDA|Avg assists,0.27119879730101276
correlation,KDA|CSPerMin,0.28109754901155454
correlation,KDA|GoldPerMin,0.4210844815893041
correlation,KDA|DamagePercent,0.27271882739666803
correlation,KDA|DPM,0.33991797109582744
correlation,KDA|VSPM,0.13562497980589447
correlation,KDA|Avg WPM,0.17181443737565272
correlation,KDA|Avg WCPM,0.04948641739959307
correlation,KDA|Avg VWPM,0.21932158683597494
correlation,KDA|GD_at_15,0.3988469612420922
correlation,KDA|CSD_at_15,0.24847905325143446
correlation,KDA|XPD_at_15,0.22616041310473053
correlation,KDA|FBpercent,0.11418557215431208
correlation,KDA|FB Victim,0.1907860536110894
correlation,KDA|Penta Kills,
correlation,KDA|Solo Kills,0.017632611400730632
correlation,KDA|Country,
correlation,KDA|FlashKeybind,
correlation,Avg kills|Avg deaths,0.6221033963761343
correlation,Avg kills|Avg assists,0.5228914488251484
correlation,Avg kills|CSPerMin,0.8539051395687588
correlation,Avg kills|GoldPerMin,0.9285749738022304
correlation,Avg kills|DamagePercent,0.8731590949034453
correlation,Avg kills|DPM,0.8965517425179595
correlation,Avg kills|VSPM,0.7039889930123424
correlation,Avg kills|Avg WPM,0.6680191485321276
correlation,Avg kills|Avg WCPM,0.4298218723812804
correlation,Avg kills|Avg VWPM,0.7854827686203963
correlation,Avg kills|GD_at_15,0.23128310237650015
correlation,Avg kills|CSD_at_15,0.1263214323856231
correlation,Avg kills|XPD_at_15,0.08300843949771412
correlation,Avg kills|FBpercent,0.18954348445627905
correlation,Avg kills|FB Victim,0.3063732657995918
correlation,Avg kills|Penta Kills,
correlation,Avg kills|Solo Kills,0.023388262831163315
correlation,Avg kills|Country,
correlation,Avg kills|FlashKeybind,
correlation,Avg deaths|Avg assists,0.08765690176689633
correlation,Avg deaths|CSPerMin,0.4989304811024918
correlation,Avg deaths|GoldPerMin,0.5814104317602516
correlation,Avg deaths|DamagePercent,0.4788673234766429
correlation,Avg deaths|DPM,0.5186716947245439
correlation,Avg deaths|VSPM,0.388517376483892
correlation,Avg deaths|Avg WPM,0.3900297189399975
correlation,Avg deaths|Avg WCPM,0.22282378117302132
correlation,Avg deaths|Avg VWPM,0.4899422160349308
correlation,Avg deaths|GD_at_15,0.22803954499941972
correlation,Avg deaths|CSD_at_15,0.20681668929198158
correlation,Avg deaths|XPD_at_15,0.2193735813894849
correlation,Avg deaths|FBpercent,0.025731693236431222
correlation,Avg deaths|FB Victim,0.32638439513055567
correlation,Avg deaths|Penta Kills,
correlation,Avg deaths|Solo Kills,0.03304260821959655
correlation,Avg deaths|Country,
correlation,Avg deaths|FlashKeybind,
correlation,Avg assists|CSPerMin,0.6757423427274749
correlation,Avg assists|GoldPerMin,0.5890980327261712
correlation,Avg assists|DamagePercent,0.6782968316268363
correlation,Avg assists|DPM,0.6108400134772454
correlation,Avg assists|VSPM,0.6708279587932782
correlation,Avg assists|Avg WPM,0.5691389385561523
correlation,Avg assists|Avg WCPM,0.6023711742979531
correlation,Avg assists|Avg VWPM,0.6867872275156511
correlation,Avg assists|GD_at_15,0.3227446436701406
correlation,Avg assists|CSD_at_15,0.1894991282590867
correlation,Avg assists|XPD_at_15,0.19761523126417296
correlation,Avg assists|FBpercent,0.4703355819750105
correlation,Avg assists|FB Victim,0.06170451172985308
correlation,Avg assists|Penta Kills,
correlation,Avg assists|Solo Kills,0.0856203168770252
correlation,Avg assists|Country,
correlation,Avg assists|FlashKeybind,
correlation,CSPerMin|GoldPerMin,0.9713586904168942
correlation,CSPerMin|DamagePercent,0.9400562100611227
correlation,CSPerMin|DPM,0.930192435084123
correlation,CSPerMin|VSPM,0.9301090479473524
correlation,CSPerMin|Avg WPM,0.9003497026192581
correlation,CSPerMin|Avg WCPM,0.5802997041196899
correlation,CSPerMin|Avg VWPM,0.9238300029690122
correlation,CSPerMin|GD_at_15,0.0017889057839738016
correlation,CSPerMin|CSD_at_15,0.005810021471289552
correlation,CSPerMin|XPD_at_15,0.000431079541893123
correlation,CSPerMin|FBpercent,0.319499374800161
correlation,CSPerMin|FB Victim,0.23441301482624577
correlation,CSPerMin|Penta Kills,
correlation,CSPerMin|Solo Kills,0.01796995641327632
correlation,CSPerMin|Country,
correlation,CSPerMin|FlashKeybind,
correlation,GoldPerMin|DamagePercent,0.9407265457044254
correlation,GoldPerMin|DPM,0.9519155959779799
correlation,GoldPerMin|VSPM,0.8553586778896938
correlation,GoldPerMin|Avg WPM,0.8248913210706472
correlation,GoldPerMin|Avg WCPM,0.5262914892803233
correlation,GoldPerMin|Avg VWPM,0.8918027846702017
correlation,GoldPerMin|GD_at_15,0.14813806660654377
correlation,GoldPerMin|CSD_at_15,0.07192111500393772
